Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6710390,-,-,-,-18.18,-65.39,0,2772,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,11.700000000000001,1.16,0.026000000000000002,0.61,0,0,0,0,6,11.700000000000001,0,0,0,0,0.248,100,103.32000000000001,0.9500000000000001,0.18,724,2.3000000000000003,53,1
2021,1,1,1,0,11.4,1.16,0.027,0.61,0,0,0,0,8,11.4,0,0,0,0,0.247,100,115.18,0.9500000000000001,0.18,725,2.3000000000000003,80,1
2021,1,1,2,0,11.100000000000001,1.16,0.027,0.61,0,0,0,0,8,11.100000000000001,0,0,0,0,0.247,100,125.69,0.9500000000000001,0.18,726,2.3000000000000003,85,0.9
2021,1,1,3,0,10.8,1.16,0.027,0.61,0,0,0,0,8,10.8,0,0,0,0,0.247,100,133.89000000000001,0.9500000000000001,0.18,725,2.3000000000000003,88,0.7000000000000001
2021,1,1,4,0,10.4,1.18,0.025,0.61,0,0,0,0,8,10.4,0,0,0,0,0.248,100,138.38,0.9500000000000001,0.18,725,2.2,96,0.4
2021,1,1,5,0,10,1.21,0.024,0.61,0,0,0,0,7,10,0,0,0,0,0.248,100,137.97,0.9400000000000001,0.18,724,2.2,136,0.30000000000000004
2021,1,1,6,0,9.700000000000001,1.22,0.023,0.61,0,0,0,0,8,9.700000000000001,0,0,0,0,0.249,100,132.77,0.9400000000000001,0.18,724,2.1,334,0.2
2021,1,1,7,0,9.4,1.22,0.023,0.61,0,0,0,0,8,9.4,0,0,0,0,0.25,100,124.11,0.9400000000000001,0.18,724,2,288,0.2
2021,1,1,8,0,9.200000000000001,1.21,0.023,0.61,0,0,0,0,8,9.200000000000001,0,0,0,0,0.251,100,113.33,0.9400000000000001,0.18,724,1.9000000000000001,190,0.2
2021,1,1,9,0,9.1,1.22,0.023,0.61,0,0,0,0,3,9.1,0,0,0,0,0.251,100,101.3,0.9400000000000001,0.18,724,1.8,174,0.30000000000000004
2021,1,1,10,0,10.200000000000001,1.23,0.022,0.61,13,282,21,7,3,10.100000000000001,9,0,7,9,0.251,99.17,88.3,0.93,0.18,725,1.8,90,0.30000000000000004
2021,1,1,11,0,12.4,1.25,0.021,0.61,40,780,238,0,3,10.8,144,33,0,152,0.251,90.23,75.24,0.93,0.18,726,1.9000000000000001,41,1
2021,1,1,12,0,15.100000000000001,1.26,0.021,0.61,52,935,495,0,3,10.8,270,218,0,373,0.251,75.46000000000001,61.74,0.92,0.18,726,1.9000000000000001,42,1.6
2021,1,1,13,0,17.900000000000002,1.27,0.02,0.61,60,1010,735,0,3,10.200000000000001,355,371,0,603,0.25,60.76,48.04,0.92,0.18,726,1.9000000000000001,52,1.9000000000000001
2021,1,1,14,0,20.1,1.27,0.02,0.61,65,1050,934,0,1,10,65,1050,0,934,0.249,52.22,34.24,0.92,0.18,725,1.9000000000000001,64,2.3000000000000003
2021,1,1,15,0,21.6,1.24,0.029,0.61,76,1065,1073,0,8,10.100000000000001,166,833,0,946,0.249,47.82,20.5,0.93,0.18,725,1.9000000000000001,68,2.9000000000000004
2021,1,1,16,0,22.400000000000002,1.23,0.03,0.61,79,1074,1143,0,7,10.200000000000001,192,790,0,974,0.248,45.85,7.6000000000000005,0.9400000000000001,0.18,724,1.9000000000000001,67,3.4000000000000004
2021,1,1,17,0,22.5,1.22,0.032,0.61,80,1069,1135,0,8,10.3,316,661,0,968,0.248,45.87,9.4,0.9400000000000001,0.18,724,2,64,3.9000000000000004
2021,1,1,18,0,22,1.2,0.034,0.61,80,1055,1053,0,8,10.3,289,678,0,914,0.248,47.51,22.63,0.9500000000000001,0.18,723,2,62,4
2021,1,1,19,0,21.200000000000003,1.19,0.036000000000000004,0.61,76,1027,903,0,8,10.4,239,655,0,766,0.248,50.11,36.4,0.9500000000000001,0.18,722,2,60,4
2021,1,1,20,0,20,1.18,0.037,0.61,70,979,697,0,0,10.4,70,979,0,697,0.248,54.13,50.19,0.9500000000000001,0.18,722,2,60,3.8000000000000003
2021,1,1,21,0,18.400000000000002,1.18,0.037,0.61,59,892,452,0,0,10.600000000000001,59,892,0,452,0.249,60.410000000000004,63.870000000000005,0.9500000000000001,0.18,723,2,60,3.5
2021,1,1,22,0,16.400000000000002,1.2,0.036000000000000004,0.61,42,702,196,0,0,11,42,702,0,196,0.249,70.56,77.34,0.9400000000000001,0.18,723,2,61,2.8000000000000003
2021,1,1,23,0,14.600000000000001,1.2,0.036000000000000004,0.61,0,0,0,0,0,11.700000000000001,0,0,0,0,0.25,82.55,90.17,0.9400000000000001,0.18,724,2,64,1.7000000000000002
2021,1,2,0,0,13.600000000000001,1.2,0.035,0.61,0,0,0,0,1,12,0,0,0,0,0.249,90.07000000000001,103.26,0.9400000000000001,0.2,725,2,67,1.3
2021,1,2,1,0,12.700000000000001,1.21,0.034,0.61,0,0,0,0,3,12.200000000000001,0,0,0,0,0.249,96.89,115.15,0.9400000000000001,0.2,725,2,69,1
2021,1,2,2,0,12,1.21,0.034,0.61,0,0,0,0,3,12,0,0,0,0,0.249,100,125.68,0.9400000000000001,0.2,725,1.9000000000000001,70,0.8
2021,1,2,3,0,11.600000000000001,1.2,0.034,0.61,0,0,0,0,5,11.600000000000001,0,0,0,0,0.249,100,133.91,0.9400000000000001,0.2,725,1.9000000000000001,67,0.6000000000000001
2021,1,2,4,0,11.3,1.2,0.035,0.61,0,0,0,0,3,11.3,0,0,0,0,0.249,100,138.45000000000002,0.9400000000000001,0.2,724,1.8,58,0.5
2021,1,2,5,0,11.100000000000001,1.19,0.036000000000000004,0.61,0,0,0,0,3,11.100000000000001,0,0,0,0,0.249,100,138.07,0.9500000000000001,0.2,724,1.8,51,0.4
2021,1,2,6,0,10.9,1.19,0.036000000000000004,0.61,0,0,0,0,3,10.9,0,0,0,0,0.249,100,132.9,0.9500000000000001,0.2,724,1.8,61,0.4
2021,1,2,7,0,10.700000000000001,1.19,0.036000000000000004,0.61,0,0,0,0,3,10.700000000000001,0,0,0,0,0.249,100,124.25,0.9500000000000001,0.2,724,1.8,83,0.4
2021,1,2,8,0,10.5,1.2,0.036000000000000004,0.61,0,0,0,0,3,10.5,0,0,0,0,0.248,100,113.47,0.9500000000000001,0.2,724,1.8,97,0.4
2021,1,2,9,0,10.3,1.21,0.036000000000000004,0.61,0,0,0,0,3,10.3,0,0,0,0,0.248,100,101.44,0.9500000000000001,0.2,724,1.8,104,0.4
2021,1,2,10,0,11.5,1.22,0.034,0.61,13,230,19,7,3,11.5,6,0,7,6,0.247,100,88.42,0.9500000000000001,0.2,725,1.8,109,0.6000000000000001
2021,1,2,11,0,14.3,1.24,0.032,0.61,44,761,236,0,1,10.9,44,761,0,236,0.247,80.22,75.37,0.9500000000000001,0.2,725,1.7000000000000002,109,1.1
2021,1,2,12,0,16.8,1.25,0.03,0.61,58,928,496,0,0,10.4,58,928,0,496,0.247,65.91,61.86,0.9500000000000001,0.2,725,1.7000000000000002,103,1.7000000000000002
2021,1,2,13,0,18.8,1.27,0.029,0.61,67,1006,738,7,3,10.200000000000001,305,543,7,667,0.246,57.26,48.15,0.9500000000000001,0.2,725,1.7000000000000002,96,2.2
2021,1,2,14,0,20.5,1.28,0.031,0.61,75,1046,938,0,8,10,285,6,0,290,0.245,51.09,34.35,0.9500000000000001,0.2,724,1.7000000000000002,91,2.7
2021,1,2,15,0,21.700000000000003,1.29,0.035,0.61,82,1065,1079,0,3,10.100000000000001,575,268,0,826,0.244,47.52,20.59,0.9500000000000001,0.2,724,1.7000000000000002,85,3.1
2021,1,2,16,0,22.5,1.31,0.036000000000000004,0.61,85,1075,1150,0,0,10,85,1075,0,1150,0.243,45.22,7.63,0.96,0.2,723,1.7000000000000002,82,3.4000000000000004
2021,1,2,17,0,22.900000000000002,1.31,0.036000000000000004,0.61,84,1071,1142,0,1,10,84,1071,0,1142,0.242,44.09,9.27,0.96,0.2,722,1.8,81,3.7
2021,1,2,18,0,22.8,1.24,0.049,0.61,90,1048,1059,0,8,10.100000000000001,320,644,0,915,0.242,44.56,22.51,0.96,0.2,722,1.8,79,3.8000000000000003
2021,1,2,19,0,22.1,1.24,0.05,0.61,86,1020,908,0,8,10.100000000000001,322,508,0,732,0.241,46.54,36.29,0.96,0.2,721,1.8,76,4
2021,1,2,20,0,20.900000000000002,1.24,0.05,0.61,77,971,700,0,0,10.200000000000001,77,971,0,700,0.241,50.21,50.09,0.96,0.2,721,1.8,73,4
2021,1,2,21,0,19.200000000000003,1.24,0.048,0.61,64,883,455,0,1,10.3,64,883,0,455,0.242,56.39,63.78,0.96,0.2,721,1.8,69,3.7
2021,1,2,22,0,17,1.24,0.044,0.61,44,691,197,0,1,10.8,44,691,0,197,0.243,66.98,77.26,0.96,0.2,721,1.9000000000000001,65,3
2021,1,2,23,0,15.100000000000001,1.23,0.041,0.61,0,0,0,0,8,11.600000000000001,0,0,0,0,0.245,79.86,90.11,0.96,0.2,722,1.9000000000000001,59,1.9000000000000001
2021,1,3,0,0,14.200000000000001,1.23,0.037,0.61,0,0,0,0,8,12.200000000000001,0,0,0,0,0.246,87.54,103.21000000000001,0.9500000000000001,0.19,723,1.9000000000000001,60,1.5
2021,1,3,1,0,13.4,1.24,0.033,0.61,0,0,0,0,8,12.5,0,0,0,0,0.246,94.07000000000001,115.11,0.9500000000000001,0.19,723,1.9000000000000001,65,1
2021,1,3,2,0,12.700000000000001,1.24,0.031,0.61,0,0,0,0,8,12.600000000000001,0,0,0,0,0.247,99.25,125.67,0.9400000000000001,0.19,723,1.9000000000000001,64,0.8
2021,1,3,3,0,12.100000000000001,1.22,0.033,0.61,0,0,0,0,8,12.100000000000001,0,0,0,0,0.248,100,133.94,0.9400000000000001,0.19,723,1.8,47,0.7000000000000001
2021,1,3,4,0,11.600000000000001,1.18,0.037,0.61,0,0,0,0,8,11.600000000000001,0,0,0,0,0.248,100,138.53,0.9500000000000001,0.19,722,1.8,31,0.6000000000000001
2021,1,3,5,0,11.4,1.17,0.039,0.61,0,0,0,0,8,11.4,0,0,0,0,0.249,100,138.19,0.96,0.19,722,1.8,24,0.6000000000000001
2021,1,3,6,0,11.200000000000001,1.16,0.042,0.61,0,0,0,0,8,11.200000000000001,0,0,0,0,0.249,100,133.03,0.96,0.19,721,1.9000000000000001,19,0.5
2021,1,3,7,0,11,1.17,0.042,0.61,0,0,0,0,8,11,0,0,0,0,0.249,100,124.39,0.96,0.19,721,1.9000000000000001,8,0.5
2021,1,3,8,0,10.8,1.19,0.041,0.61,0,0,0,0,3,10.8,0,0,0,0,0.249,100,113.61,0.96,0.19,721,1.9000000000000001,352,0.5
2021,1,3,9,0,10.5,1.21,0.04,0.61,0,0,0,0,7,10.5,0,0,0,0,0.248,100,101.57000000000001,0.96,0.19,721,1.9000000000000001,337,0.6000000000000001
2021,1,3,10,0,11.600000000000001,1.22,0.038,0.61,13,205,18,7,8,11.4,9,0,7,9,0.248,98.71000000000001,88.54,0.96,0.19,722,2,328,1.6
2021,1,3,11,0,14.3,1.23,0.037,0.61,45,739,230,0,8,11,119,247,0,181,0.248,80.58,75.5,0.96,0.19,722,2,331,2.2
