Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6710390,-,-,-,-18.18,-65.39,0,2772,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2023,1,1,0,0,13.4,1.1400000000000001,0.053,0.61,0,0,0,0,7,12.3,0,0,0,0,0.262,92.88,103.35000000000001,0.96,0.18,723,2.2,60,1.5
2023,1,1,1,0,12.9,1.1500000000000001,0.052000000000000005,0.61,0,0,0,0,8,12.4,0,0,0,0,0.261,96.74000000000001,115.21000000000001,0.96,0.18,723,2.1,74,1.3
2023,1,1,2,0,12.4,1.17,0.051000000000000004,0.61,0,0,0,0,7,12.4,0,0,0,0,0.261,100,125.7,0.96,0.18,723,2.1,82,1.2000000000000002
2023,1,1,3,0,12.100000000000001,1.18,0.05,0.61,0,0,0,0,7,12.100000000000001,0,0,0,0,0.261,100,133.88,0.96,0.18,723,2.1,70,0.8
2023,1,1,4,0,11.9,1.2,0.048,0.61,0,0,0,0,8,11.9,0,0,0,0,0.261,100,138.35,0.96,0.18,723,2.1,76,0.5
2023,1,1,5,0,11.600000000000001,1.21,0.047,0.61,0,0,0,0,8,11.600000000000001,0,0,0,0,0.261,100,137.91,0.96,0.18,723,2,118,0.4
2023,1,1,6,0,11.3,1.21,0.047,0.61,0,0,0,0,7,11.3,0,0,0,0,0.261,100,132.7,0.96,0.18,722,2,147,0.4
2023,1,1,7,0,11.100000000000001,1.21,0.047,0.61,0,0,0,0,8,11.100000000000001,0,0,0,0,0.26,100,124.04,0.9500000000000001,0.18,722,2,151,0.4
2023,1,1,8,0,10.9,1.2,0.046,0.61,0,0,0,0,1,10.9,0,0,0,0,0.26,100,113.26,0.9500000000000001,0.18,722,2.1,168,0.30000000000000004
2023,1,1,9,0,10.600000000000001,1.2,0.044,0.61,0,0,0,0,0,10.600000000000001,0,0,0,0,0.26,100,101.23,0.9500000000000001,0.18,723,2.1,192,0.30000000000000004
2023,1,1,10,0,11.600000000000001,1.2,0.041,0.61,14,218,21,7,8,11.200000000000001,11,0,7,11,0.259,97.27,88.23,0.9500000000000001,0.18,723,2.1,220,0.5
2023,1,1,11,0,14.200000000000001,1.19,0.038,0.61,46,739,235,0,3,10.5,148,56,0,162,0.259,78.17,75.18,0.9400000000000001,0.18,723,2.1,82,0.30000000000000004
2023,1,1,12,0,17.1,1.18,0.037,0.61,61,906,491,0,0,9.3,61,906,0,491,0.259,60.11,61.67,0.9400000000000001,0.18,723,2.1,79,1.2000000000000002
2023,1,1,13,0,19.400000000000002,1.17,0.036000000000000004,0.61,70,986,730,0,0,8.700000000000001,70,986,0,730,0.258,49.86,47.980000000000004,0.9400000000000001,0.18,723,2.1,85,1.8
2023,1,1,14,0,21.1,1.16,0.034,0.61,76,1031,929,0,0,8.200000000000001,76,1031,0,929,0.257,43.61,34.19,0.9400000000000001,0.18,723,2.1,87,2.4000000000000004
