Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6710390,-,-,-,-18.18,-65.39,0,2772,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,1,0,0,12.700000000000001,1.19,0.031,0.61,0,0,0,0,8,12.700000000000001,0,0,0,0,0.249,100,103.36,0.96,0.18,723,2.5,76,2.3000000000000003
2020,1,1,1,0,12.4,1.18,0.032,0.61,0,0,0,0,8,12.4,0,0,0,0,0.249,100,115.22,0.97,0.18,723,2.4000000000000004,75,2.1
2020,1,1,2,0,12.200000000000001,1.17,0.033,0.61,0,0,0,0,7,12.200000000000001,0,0,0,0,0.249,100,125.7,0.97,0.18,724,2.4000000000000004,75,2
2020,1,1,3,0,11.9,1.16,0.036000000000000004,0.61,0,0,0,0,7,11.9,0,0,0,0,0.249,100,133.87,0.97,0.18,724,2.4000000000000004,77,1.8
2020,1,1,4,0,11.600000000000001,1.1400000000000001,0.039,0.61,0,0,0,0,6,11.600000000000001,0,0,0,0,0.248,100,138.34,0.97,0.18,723,2.4000000000000004,82,1.4000000000000001
2020,1,1,5,0,11.4,1.1400000000000001,0.043000000000000003,0.61,0,0,0,0,8,11.4,0,0,0,0,0.248,100,137.89000000000001,0.97,0.18,723,2.3000000000000003,91,1.1
2020,1,1,6,0,11.100000000000001,1.1500000000000001,0.043000000000000003,0.61,0,0,0,0,7,11.100000000000001,0,0,0,0,0.247,100,132.67000000000002,0.97,0.18,723,2.3000000000000003,106,0.8
2020,1,1,7,0,10.9,1.17,0.043000000000000003,0.61,0,0,0,0,7,10.9,0,0,0,0,0.247,100,124.01,0.97,0.18,723,2.2,122,0.7000000000000001
2020,1,1,8,0,10.600000000000001,1.2,0.041,0.61,0,0,0,0,7,10.600000000000001,0,0,0,0,0.248,100,113.23,0.97,0.18,723,2.2,141,0.7000000000000001
2020,1,1,9,0,10.4,1.22,0.039,0.61,0,0,0,0,8,10.4,0,0,0,0,0.248,100,101.2,0.97,0.18,723,2.1,145,0.8
