Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6534556,-,-,-,-17.46,-66.33,-4,2526,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Speed,Pressure,DHI,GHI,DNI,Solar Zenith Angle,Precipitable Water,Fill Flag
2025,1,1,0,0,15.600000000000001,66.36,0.6000000000000001,761,0,0,0,138.92000000000002,2.4000000000000004,0
2025,1,1,1,0,15.5,66.18,0.6000000000000001,761,0,0,0,138.8,2.4000000000000004,0
2025,1,1,2,0,15.3,66.37,0.5,760,0,0,0,133.77,2.4000000000000004,0
2025,1,1,3,0,14.8,67.69,0.5,760,0,0,0,125.18,2.4000000000000004,0
2025,1,1,4,0,14.4,68.67,0.5,760,0,0,0,114.4,2.4000000000000004,0
2025,1,1,5,0,14.4,68.22,0.4,761,0,0,0,102.36,2.4000000000000004,0
2025,1,1,6,0,15.100000000000001,66.29,0.4,761,0,0,0,89.25,2.3000000000000003,7
2025,1,1,7,0,17.7,55.57,0.9,761,114,116,6,76.26,2.3000000000000003,0
2025,1,1,8,0,20.900000000000002,42.49,1.3,761,212,217,12,62.74,2.2,0
2025,1,1,9,0,23.700000000000003,34,2.1,761,396,493,148,49.03,2.2,0
2025,1,1,10,0,25.8,29.46,2.9000000000000004,761,83,910,1013,35.24,2.2,0
2025,1,1,11,0,27.6,26.21,3.5,760,80,1052,1045,21.52,2.3000000000000003,0
2025,1,1,12,0,28.5,24.8,3.8000000000000003,760,82,1124,1054,8.73,2.4000000000000004,0
2025,1,1,13,0,28.8,24.57,4.1000000000000005,759,358,918,567,9.16,2.5,0
2025,1,1,14,0,28.5,25.41,4.2,758,97,1040,1018,22.05,2.5,0
2025,1,1,15,0,27.1,28.810000000000002,4.3,758,334,721,476,35.77,2.6,0
2025,1,1,16,0,25.400000000000002,33.69,4.1000000000000005,758,313,486,267,49.57,2.7,0
2025,1,1,17,0,23.5,40.160000000000004,3.7,758,229,291,138,63.27,2.8000000000000003,0
2025,1,1,18,0,21.900000000000002,48.22,2.6,758,75,77,9,76.79,2.9000000000000004,0
2025,1,1,19,0,20.1,60.19,1.5,759,0,0,0,89.73,2.8000000000000003,7
2025,1,1,20,0,19.3,65.06,1.3,759,0,0,0,102.87,2.8000000000000003,0
2025,1,1,21,0,18.6,68.48,1.2000000000000002,760,0,0,0,114.88,2.8000000000000003,0
2025,1,1,22,0,18,70.94,1,760,0,0,0,125.61,2.8000000000000003,0
2025,1,1,23,0,17.5,72.45,1,760,0,0,0,134.11,2.8000000000000003,0
2025,1,2,0,0,17.2,73.08,0.9,760,0,0,0,138.98,2.8000000000000003,0
2025,1,2,1,0,17.1,72.61,0.9,759,0,0,0,138.9,2.9000000000000004,0
2025,1,2,2,0,17,73.32000000000001,0.8,759,0,0,0,133.9,2.9000000000000004,0
2025,1,2,3,0,16.8,74.39,0.7000000000000001,759,0,0,0,125.31,2.9000000000000004,0
2025,1,2,4,0,16.7,76.21000000000001,0.6000000000000001,760,0,0,0,114.54,3,0
2025,1,2,5,0,16.5,77.57000000000001,0.6000000000000001,760,0,0,0,102.5,3,0
2025,1,2,6,0,16.8,75.58,1.1,760,0,0,0,89.37,3,7
2025,1,2,7,0,17.5,70.98,2,761,45,45,1,76.39,3.1,0
2025,1,2,8,0,18.5,64.93,2.6,761,155,160,12,62.86,3,0
2025,1,2,9,0,19.8,56.71,3.4000000000000004,761,305,341,55,49.14,3,0
2025,1,2,10,0,20.900000000000002,49.32,4.1000000000000005,761,102,102,0,35.34,2.9000000000000004,0
2025,1,2,11,0,21.900000000000002,43.67,4.3,760,346,354,8,21.61,2.8000000000000003,0
2025,1,2,12,0,23.200000000000003,38.74,4.2,760,474,648,176,8.76,2.7,0
2025,1,2,13,0,24.1,35.910000000000004,4.1000000000000005,759,513,604,92,9.02,2.7,0
2025,1,2,14,0,24.200000000000003,35.67,4,759,214,215,1,21.93,2.7,0
2025,1,2,15,0,23.8,36.62,3.8000000000000003,758,217,219,2,35.660000000000004,2.8000000000000003,0
2025,1,2,16,0,23,38.84,3.7,758,210,213,6,49.46,2.8000000000000003,0
2025,1,2,17,0,21.700000000000003,43.25,3.4000000000000004,758,171,179,18,63.18,2.9000000000000004,0
2025,1,2,18,0,20,52.370000000000005,2.2,758,28,28,0,76.71000000000001,2.9000000000000004,0
2025,1,2,19,0,18.400000000000002,64.27,1.3,759,0,0,0,89.66,2.9000000000000004,7
2025,1,2,20,0,18.1,68.75,1,759,0,0,0,102.81,2.9000000000000004,0
2025,1,2,21,0,18.1,68.63,0.8,759,0,0,0,114.85000000000001,3,0
2025,1,2,22,0,17.6,70.99,0.8,759,0,0,0,125.59,3,0
2025,1,2,23,0,17,72.05,1,759,0,0,0,134.13,3,0
2025,1,3,0,0,16.6,72.53,1,758,0,0,0,139.05,3,0
2025,1,3,1,0,16.7,72.11,1.1,757,0,0,0,139.01,3,0
2025,1,3,2,0,16.900000000000002,71.92,1.1,757,0,0,0,134.03,3.1,0
2025,1,3,3,0,17,71.48,1,757,0,0,0,125.45,3.1,0
2025,1,3,4,0,16.8,72.28,1,757,0,0,0,114.68,3.1,0
2025,1,3,5,0,16.3,74.4,0.9,757,0,0,0,102.63,3.1,0
2025,1,3,6,0,16.400000000000002,72.73,0.8,758,0,0,0,89.49,3.1,7
2025,1,3,7,0,17.3,63.88,1.5,759,60,60,2,76.51,3.1,0
2025,1,3,8,0,18.5,56.6,1.7000000000000002,759,102,103,2,62.980000000000004,3,0
2025,1,3,9,0,19,52.34,0.8,760,317,503,284,49.25,2.9000000000000004,0
2025,1,3,10,0,18.900000000000002,51.28,0.4,760,73,896,1009,35.45,2.9000000000000004,0
2025,1,3,11,0,18.7,52.1,0.5,760,336,843,546,21.7,2.9000000000000004,0
2025,1,3,12,0,18.900000000000002,51.57,1,760,318,943,633,8.790000000000001,2.9000000000000004,0
2025,1,3,13,0,19.6,48.92,2.4000000000000004,759,409,871,467,8.870000000000001,2.8000000000000003,0
2025,1,3,14,0,20.400000000000002,46.050000000000004,3,758,440,460,22,21.81,2.7,0
2025,1,3,15,0,21.200000000000003,43.28,3.5,757,354,374,24,35.550000000000004,2.6,0
2025,1,3,16,0,22.1,40.980000000000004,3.9000000000000004,757,274,546,418,49.36,2.6,0
2025,1,3,17,0,21.8,41.85,3.8000000000000003,756,109,428,705,63.09,2.5,0
2025,1,3,18,0,19.8,51.01,2.2,756,102,177,322,76.63,2.3000000000000003,0
2025,1,3,19,0,17.7,64.2,1.2000000000000002,757,0,0,0,89.60000000000001,2.3000000000000003,7
2025,1,3,20,0,17.400000000000002,65.87,1,757,0,0,0,102.76,2.3000000000000003,0
2025,1,3,21,0,17,66.42,0.9,758,0,0,0,114.81,2.4000000000000004,0
2025,1,3,22,0,16.400000000000002,68.36,0.9,759,0,0,0,125.59,2.4000000000000004,0
2025,1,3,23,0,15.8,70.4,1,759,0,0,0,134.16,2.4000000000000004,0
2025,1,4,0,0,15.200000000000001,71.74,0.9,758,0,0,0,139.13,2.4000000000000004,0
2025,1,4,1,0,14.8,71.42,1,758,0,0,0,139.13,2.4000000000000004,0
2025,1,4,2,0,14.5,71.32000000000001,1,758,0,0,0,134.17000000000002,2.4000000000000004,0
2025,1,4,3,0,14.200000000000001,71.35000000000001,1,758,0,0,0,125.60000000000001,2.4000000000000004,0
2025,1,4,4,0,14.3,69.67,0.9,758,0,0,0,114.82000000000001,2.3000000000000003,0
2025,1,4,5,0,14.600000000000001,68.11,0.8,758,0,0,0,102.77,2.4000000000000004,0
2025,1,4,6,0,15.8,67.4,0.6000000000000001,759,0,0,0,89.61,2.4000000000000004,7
2025,1,4,7,0,18.6,54.81,0.9,760,88,91,11,76.64,2.5,0
2025,1,4,8,0,21.200000000000003,46.45,1.2000000000000002,760,126,128,4,63.1,2.5,0
2025,1,4,9,0,23.1,41.1,2.4000000000000004,759,20,20,0,49.370000000000005,2.6,0
2025,1,4,10,0,23.900000000000002,40.13,3.6,759,211,213,2,35.550000000000004,2.7,0
2025,1,4,11,0,23.400000000000002,43.33,4.800000000000001,758,308,311,3,21.79,3,0
2025,1,4,12,0,21.900000000000002,47.86,6.2,758,223,224,1,8.81,3.1,0
2025,1,4,13,0,20.1,50.34,6.5,758,164,164,1,8.73,3.1,0
2025,1,4,14,0,17.3,54.07,4.7,758,342,351,10,21.69,2.9000000000000004,0
2025,1,4,15,0,15.600000000000001,56.43,3.5,759,74,74,0,35.45,2.7,0
2025,1,4,16,0,14.5,58.22,3.6,760,179,179,0,49.27,2.6,0
2025,1,4,17,0,13.200000000000001,61.11,3.5,761,50,51,0,63,2.5,0
2025,1,4,18,0,12,63.9,3.3000000000000003,761,17,17,0,76.55,2.4000000000000004,0
2025,1,4,19,0,11.100000000000001,65.09,3.3000000000000003,761,0,0,0,89.54,2.3000000000000003,7
2025,1,4,20,0,10.100000000000001,66.98,2.9000000000000004,761,0,0,0,102.71000000000001,2.3000000000000003,0
2025,1,4,21,0,9.700000000000001,66.91,3,762,0,0,0,114.78,2.2,0
2025,1,4,22,0,9.3,66.68,2.9000000000000004,763,0,0,0,125.59,2.2,0
2025,1,4,23,0,9,66.14,2.5,762,0,0,0,134.2,2.1,0
2025,1,5,0,0,8.700000000000001,66.1,2.3000000000000003,762,0,0,0,139.21,2.1,0
2025,1,5,1,0,8.6,65.84,2,761,0,0,0,139.25,2.1,0
2025,1,5,2,0,8.700000000000001,65.77,1.8,761,0,0,0,134.32,2.1,0
2025,1,5,3,0,8.8,66.88,1.4000000000000001,761,0,0,0,125.75,2,0
2025,1,5,4,0,8.700000000000001,69.62,1.1,761,0,0,0,114.97,2,0
2025,1,5,5,0,8.3,70.05,1,761,0,0,0,102.91,2,0
2025,1,5,6,0,9.5,64.06,1.5,761,0,0,0,89.72,2.1,7
2025,1,5,7,0,12.700000000000001,50.52,1.7000000000000002,762,71,72,5,76.76,2.1,0
2025,1,5,8,0,16.2,40.22,1.2000000000000002,762,265,297,71,63.22,2.1,0
2025,1,5,9,0,19.5,32.910000000000004,1.4000000000000001,762,311,365,84,49.480000000000004,2.1,0
2025,1,5,10,0,22.1,28.96,1.7000000000000002,762,192,768,708,35.65,2.2,0
2025,1,5,11,0,23.900000000000002,26.76,2.6,761,547,816,290,21.87,2.2,0
2025,1,5,12,0,25,25.67,3.5,760,578,891,316,8.84,2.2,0
2025,1,5,13,0,25.3,25.97,4.1000000000000005,760,497,773,280,8.58,2.2,0
2025,1,5,14,0,24.8,27.69,4.3,759,514,655,152,21.56,2.2,0
2025,1,5,15,0,23.6,30.79,4.4,759,98,901,984,35.34,2.3000000000000003,0
2025,1,5,16,0,21.900000000000002,35.1,4.3,759,268,578,474,49.17,2.3000000000000003,0
2025,1,5,17,0,19.8,40.94,3.9000000000000004,759,215,323,238,62.92,2.3000000000000003,0
2025,1,5,18,0,17.8,47.84,3.3000000000000003,760,71,71,4,76.48,2.3000000000000003,0
2025,1,5,19,0,16.2,55.94,2.2,760,0,0,0,89.49,2.3000000000000003,7
2025,1,5,20,0,15.100000000000001,61.800000000000004,1.8,761,0,0,0,102.67,2.3000000000000003,0
2025,1,5,21,0,14.3,66.86,1.3,762,0,0,0,114.76,2.2,0
2025,1,5,22,0,13.600000000000001,71.23,0.9,762,0,0,0,125.59,2.2,0
2025,1,5,23,0,13.100000000000001,73.81,0.7000000000000001,762,0,0,0,134.25,2.2,0
2025,1,6,0,0,12.600000000000001,75.25,0.6000000000000001,762,0,0,0,139.3,2.2,0
2025,1,6,1,0,12.3,75.54,0.7000000000000001,761,0,0,0,139.39000000000001,2.1,0
2025,1,6,2,0,12.100000000000001,75.38,0.7000000000000001,761,0,0,0,134.47,2.1,0
2025,1,6,3,0,11.9,75.31,0.7000000000000001,761,0,0,0,125.9,2.1,0
2025,1,6,4,0,11.700000000000001,75.22,0.7000000000000001,761,0,0,0,115.12,2.1,0
2025,1,6,5,0,11.5,75.13,0.7000000000000001,761,0,0,0,103.05,2,0
2025,1,6,6,0,12.600000000000001,71.77,1.1,762,0,0,0,89.84,2,7
2025,1,6,7,0,15,60.300000000000004,1.8,762,33,33,0,76.89,2,0
2025,1,6,8,0,17.8,48.370000000000005,2.3000000000000003,763,117,117,0,63.33,2,0
2025,1,6,9,0,20.6,38.97,2.9000000000000004,763,277,279,2,49.59,2,0
2025,1,6,10,0,22.700000000000003,33.8,3.6,762,474,589,142,35.75,2.1,0
2025,1,6,11,0,24.3,30.5,4.4,762,82,1053,1047,21.95,2.1,0
2025,1,6,12,0,25,29.44,5.1000000000000005,761,84,1131,1060,8.86,2.1,0
2025,1,6,13,0,25.200000000000003,29.6,5.5,760,84,1130,1057,8.43,2.2,0
2025,1,6,14,0,24.700000000000003,31.16,5.6000000000000005,760,101,1047,1017,21.45,2.3000000000000003,0
2025,1,6,15,0,23.6,34.07,5.4,759,95,901,987,35.24,2.4000000000000004,0
2025,1,6,16,0,21.900000000000002,38.9,5,759,364,413,75,49.08,2.5,0
2025,1,6,17,0,19.900000000000002,45.63,4.4,760,267,296,64,62.84,2.6,0
2025,1,6,18,0,18.2,52.870000000000005,3.6,760,7,7,0,76.41,2.6,0
2025,1,6,19,0,16.900000000000002,60.24,2.6,761,0,0,0,89.44,2.7,7
2025,1,6,20,0,16.2,64.32000000000001,2.3000000000000003,761,0,0,0,102.63,2.7,0
2025,1,6,21,0,15.600000000000001,67.87,1.9000000000000001,762,0,0,0,114.74000000000001,2.6,0
2025,1,6,22,0,15.100000000000001,71.15,1.5,762,0,0,0,125.60000000000001,2.6,0
2025,1,6,23,0,14.5,73.81,1.3,762,0,0,0,134.3,2.5,0
2025,1,7,0,0,14.200000000000001,74.93,1.2000000000000002,762,0,0,0,139.4,2.5,0
2025,1,7,1,0,14,75.77,1.1,761,0,0,0,139.52,2.5,0
2025,1,7,2,0,13.9,75.97,1.1,761,0,0,0,134.63,2.5,0
2025,1,7,3,0,13.700000000000001,76.41,1,761,0,0,0,126.06,2.4000000000000004,0
2025,1,7,4,0,13.4,76.96000000000001,0.9,761,0,0,0,115.27,2.4000000000000004,0
2025,1,7,5,0,13.3,76.52,0.7000000000000001,762,0,0,0,103.2,2.4000000000000004,0
2025,1,7,6,0,14.200000000000001,71.85000000000001,1.1,762,0,0,0,89.96000000000001,2.3000000000000003,7
2025,1,7,7,0,16.400000000000002,60.550000000000004,1.7000000000000002,763,79,79,1,77.01,2.3000000000000003,1
2025,1,7,8,0,19.6,47.14,2.3000000000000003,763,263,326,142,63.45,2.2,0
2025,1,7,9,0,22.200000000000003,38.15,3,763,68,699,976,49.7,2.2,0
2025,1,7,10,0,24,33.33,3.7,763,476,604,158,35.84,2.2,0
2025,1,7,11,0,25.700000000000003,29.64,4.4,762,369,973,652,22.03,2.2,0
2025,1,7,12,0,26.6,27.87,4.800000000000001,761,91,1127,1049,8.870000000000001,2.2,0
2025,1,7,13,0,26.8,27.77,5.1000000000000005,761,92,1126,1045,8.28,2.3000000000000003,0
2025,1,7,14,0,26,29.87,5.2,760,105,1045,1009,21.330000000000002,2.4000000000000004,0
2025,1,7,15,0,24.5,33.86,5.1000000000000005,760,104,899,972,35.13,2.4000000000000004,0
2025,1,7,16,0,22.700000000000003,39.26,4.800000000000001,759,324,369,68,48.99,2.5,0
2025,1,7,17,0,21.1,45.22,4.1000000000000005,760,200,391,417,62.76,2.6,0
2025,1,7,18,0,19.6,52.35,2.8000000000000003,760,6,6,0,76.34,2.7,7
2025,1,7,19,0,18.5,59.83,1.9000000000000001,761,0,0,0,89.39,2.8000000000000003,7
2025,1,7,20,0,17.900000000000002,63.550000000000004,1.8,761,0,0,0,102.59,2.8000000000000003,0
2025,1,7,21,0,17.400000000000002,66.51,1.8,762,0,0,0,114.73,2.9000000000000004,0
2025,1,7,22,0,16.900000000000002,69.09,1.8,762,0,0,0,125.62,2.8000000000000003,0
2025,1,7,23,0,16.5,70.72,1.9000000000000001,761,0,0,0,134.36,2.8000000000000003,0
2025,1,8,0,0,16.1,72.66,1.7000000000000002,761,0,0,0,139.51,2.8000000000000003,0
2025,1,8,1,0,15.600000000000001,75.31,1.3,760,0,0,0,139.67000000000002,2.8000000000000003,0
2025,1,8,2,0,15.200000000000001,76.06,1.2000000000000002,760,0,0,0,134.79,2.8000000000000003,0
2025,1,8,3,0,14.700000000000001,76.44,1.3,760,0,0,0,126.22,2.8000000000000003,0
2025,1,8,4,0,14.3,75.99,1.4000000000000001,760,0,0,0,115.43,2.8000000000000003,0
2025,1,8,5,0,13.9,75.11,1.3,761,0,0,0,103.34,2.8000000000000003,0
2025,1,8,6,0,13.9,71.65,1.5,762,0,0,0,90.08,2.8000000000000003,0
2025,1,8,7,0,13.700000000000001,68.60000000000001,1.8,763,22,22,0,77.14,2.7,0
2025,1,8,8,0,14.200000000000001,63.620000000000005,1.6,763,55,55,0,63.57,2.7,0
2025,1,8,9,0,15,58.71,1.2000000000000002,764,183,183,0,49.800000000000004,2.6,0
2025,1,8,10,0,16.2,53.51,0.7000000000000001,764,223,223,0,35.94,2.6,0
2025,1,8,11,0,17.7,48.050000000000004,1.4000000000000001,763,245,245,0,22.11,2.5,0
2025,1,8,12,0,18.900000000000002,44.11,2.2,763,369,376,7,8.89,2.5,0
2025,1,8,13,0,20.1,40.63,2.6,762,481,849,371,8.120000000000001,2.5,0
2025,1,8,14,0,21.3,37.730000000000004,3,761,433,811,406,21.21,2.4000000000000004,0
2025,1,8,15,0,21.900000000000002,36.42,3.3000000000000003,760,328,339,13,35.03,2.4000000000000004,0
2025,1,8,16,0,21.6,37.31,3.3000000000000003,760,354,470,176,48.9,2.3000000000000003,0
2025,1,8,17,0,20.5,40.5,3,760,194,373,389,62.68,2.3000000000000003,0
2025,1,8,18,0,18.3,52.47,1.7000000000000002,760,88,90,9,76.28,2.2,0
2025,1,8,19,0,15.600000000000001,66.05,1,760,0,0,0,89.34,2.2,7
2025,1,8,20,0,14.8,69.35000000000001,1,761,0,0,0,102.56,2.1,0
2025,1,8,21,0,14.200000000000001,70.72,1,761,0,0,0,114.72,2,0
2025,1,8,22,0,13.8,71.39,0.9,762,0,0,0,125.64,2,0
2025,1,8,23,0,13.5,71.83,0.8,762,0,0,0,134.42000000000002,2,0
2025,1,9,0,0,13.3,71.9,0.8,761,0,0,0,139.62,2.1,0
2025,1,9,1,0,13,72.62,0.7000000000000001,761,0,0,0,139.82,2.1,0
2025,1,9,2,0,12.9,73.2,0.6000000000000001,761,0,0,0,134.95,2.1,0
2025,1,9,3,0,12.700000000000001,73.55,0.6000000000000001,760,0,0,0,126.39,2.1,0
2025,1,9,4,0,12.5,73.85000000000001,0.6000000000000001,760,0,0,0,115.58,2.1,0
2025,1,9,5,0,12.3,74.3,0.6000000000000001,761,0,0,0,103.49000000000001,2.1,0
2025,1,9,6,0,13.200000000000001,72.51,0.6000000000000001,761,0,0,0,90.2,2.1,0
2025,1,9,7,0,16,61.28,1.1,761,17,17,0,77.27,2.1,0
2025,1,9,8,0,19.3,48.03,1.4000000000000001,762,252,272,45,63.690000000000005,2.1,0
2025,1,9,9,0,22.3,37.68,1.8,761,386,461,116,49.910000000000004,2.1,0
2025,1,9,10,0,24.400000000000002,32.33,2.2,761,458,727,333,36.04,2.1,0
2025,1,9,11,0,25.900000000000002,29.03,2.7,760,96,1045,1025,22.18,2.2,0
2025,1,9,12,0,26.3,28.46,3.2,760,102,1120,1031,8.9,2.3000000000000003,0
2025,1,9,13,0,25.900000000000002,30.29,3.8000000000000003,759,108,1117,1019,7.96,2.5,0
2025,1,9,14,0,24.8,33.82,3.7,759,514,590,81,21.09,2.7,0
2025,1,9,15,0,23.5,37.63,3.3000000000000003,758,107,892,958,34.94,2.8000000000000003,0
2025,1,9,16,0,22.200000000000003,40.980000000000004,2.9000000000000004,758,337,359,34,48.82,2.8000000000000003,0
2025,1,9,17,0,21.3,42.730000000000004,2.6,758,261,369,236,62.61,2.5,0
2025,1,9,18,0,19.8,47.660000000000004,2.6,758,115,122,28,76.22,2.2,7
2025,1,9,19,0,17,60.24,2.2,758,0,0,0,89.3,2.1,7
2025,1,9,20,0,15.8,66.95,1.7000000000000002,759,0,0,0,102.53,2,0
2025,1,9,21,0,15.100000000000001,72.29,1.1,760,0,0,0,114.72,2.1,0
2025,1,9,22,0,15.200000000000001,72.69,1.1,761,0,0,0,125.67,2.1,0
2025,1,9,23,0,15.600000000000001,70.68,1.3,761,0,0,0,134.49,2.2,0
2025,1,10,0,0,15.4,69.97,1.4000000000000001,760,0,0,0,139.74,2.1,0
2025,1,10,1,0,14.5,71.63,1.2000000000000002,760,0,0,0,139.98,2,0
2025,1,10,2,0,13.4,72.22,1,759,0,0,0,135.13,1.7000000000000002,0
2025,1,10,3,0,12.600000000000001,71.19,1,759,0,0,0,126.55,1.4000000000000001,0
2025,1,10,4,0,11.600000000000001,69.36,1,759,0,0,0,115.74000000000001,1.2000000000000002,0
2025,1,10,5,0,10.600000000000001,66.63,1.1,760,0,0,0,103.64,1,0
2025,1,10,6,0,12.100000000000001,56.59,1.5,760,0,0,0,90.32000000000001,0.8,0
2025,1,10,7,0,16.5,32.32,2.6,761,44,205,740,77.39,0.7000000000000001,0
2025,1,10,8,0,21,16.5,2.5,761,60,478,946,63.800000000000004,0.6000000000000001,0
2025,1,10,9,0,24.5,11.34,2,761,69,734,1035,50.02,0.6000000000000001,0
2025,1,10,10,0,27.1,9.56,1.6,760,75,949,1082,36.13,0.6000000000000001,0
2025,1,10,11,0,29.1,8.98,1.6,760,78,1103,1108,22.26,0.6000000000000001,0
2025,1,10,12,0,30.5,8.93,2,759,81,1180,1112,8.91,0.7000000000000001,0
2025,1,10,13,0,31.200000000000003,9.5,2.8000000000000003,758,82,1178,1106,7.8,0.8,0
2025,1,10,14,0,31.1,10.85,3.6,757,89,1097,1080,20.98,0.9,0
2025,1,10,15,0,30.1,13.18,4.1000000000000005,757,87,942,1041,34.84,1.1,0
2025,1,10,16,0,28.700000000000003,15.81,4.3,756,81,729,984,48.74,1.3,0
2025,1,10,17,0,26.700000000000003,20.650000000000002,4.4,757,69,478,888,62.54,1.5,0
2025,1,10,18,0,23.200000000000003,32.78,3.7,757,49,216,698,76.16,1.7000000000000002,0
2025,1,10,19,0,19.900000000000002,50.07,2.3000000000000003,758,0,0,0,89.27,1.9000000000000001,7
2025,1,10,20,0,18.7,58.97,1.8,759,0,0,0,102.51,2,0
2025,1,10,21,0,17.8,64.58,1.6,760,0,0,0,114.72,2,0
2025,1,10,22,0,16.8,68.78,1.2000000000000002,760,0,0,0,125.71000000000001,2,0
2025,1,10,23,0,16.2,70.78,1.1,760,0,0,0,134.57,1.9000000000000001,0
2025,1,11,0,0,15.5,72.63,1,760,0,0,0,139.87,1.9000000000000001,0
2025,1,11,1,0,15,72.82000000000001,1.1,760,0,0,0,140.14000000000001,1.9000000000000001,0
2025,1,11,2,0,14.5,72.25,1.1,760,0,0,0,135.3,1.9000000000000001,0
2025,1,11,3,0,14.100000000000001,70.43,1.2000000000000002,759,0,0,0,126.73,2,0
2025,1,11,4,0,13.600000000000001,68.73,1.1,760,0,0,0,115.9,2,0
2025,1,11,5,0,13.100000000000001,66.07000000000001,1.1,760,0,0,0,103.79,1.9000000000000001,0
2025,1,11,6,0,14.5,55.08,1.8,761,0,0,0,90.91,1.7000000000000002,0
2025,1,11,7,0,18.2,34.85,2.7,762,50,189,640,77.52,1.6,0
2025,1,11,8,0,22,24.54,2,762,70,451,866,63.92,1.5,0
2025,1,11,9,0,25.1,20.57,1,762,81,701,966,50.120000000000005,1.5,0
2025,1,11,10,0,27.5,18.330000000000002,0.6000000000000001,762,89,911,1019,36.22,1.5,0
2025,1,11,11,0,29.400000000000002,16.81,1.9000000000000001,761,94,1060,1045,22.330000000000002,1.6,0
2025,1,11,12,0,30.5,16.5,3.2,760,99,1138,1052,8.92,1.7000000000000002,0
2025,1,11,13,0,30.5,17.78,4.3,760,101,1136,1044,7.640000000000001,1.9000000000000001,0
2025,1,11,14,0,29.400000000000002,20.990000000000002,5.2,759,549,674,133,20.86,2.1,0
2025,1,11,15,0,27.700000000000003,25.93,5.6000000000000005,759,370,644,333,34.75,2.4000000000000004,0
2025,1,11,16,0,25.400000000000002,32.35,5.300000000000001,759,299,315,24,48.660000000000004,2.6,0
2025,1,11,17,0,22.700000000000003,41.59,4.4,759,100,101,1,62.480000000000004,2.8000000000000003,0
2025,1,11,18,0,20.3,52.24,3.3000000000000003,760,52,52,1,76.11,3,0
2025,1,11,19,0,18.7,60.72,3,760,0,0,0,89.24,3.2,7
2025,1,11,20,0,17.5,65.78,3.3000000000000003,761,0,0,0,102.49000000000001,3.1,0
2025,1,11,21,0,16.8,68.15,3.2,763,0,0,0,114.73,2.8000000000000003,0
2025,1,11,22,0,16.1,63.56,2.6,763,0,0,0,125.75,2.5,0
2025,1,11,23,0,15.600000000000001,64.41,1.2000000000000002,763,0,0,0,134.66,2.2,0
2025,1,12,0,0,15.100000000000001,65.67,0.4,762,0,0,0,140,2,0
2025,1,12,1,0,14.600000000000001,67.49,0.4,761,0,0,0,140.31,1.9000000000000001,0
2025,1,12,2,0,14,70.05,0.5,761,0,0,0,135.49,1.8,0
2025,1,12,3,0,13.5,71.71000000000001,0.6000000000000001,761,0,0,0,126.9,1.7000000000000002,0
2025,1,12,4,0,13.100000000000001,72.63,0.6000000000000001,761,0,0,0,116.07000000000001,1.6,0
2025,1,12,5,0,12.4,73.74,0.8,761,0,0,0,103.94,1.5,0
2025,1,12,6,0,13.600000000000001,68.17,1.2000000000000002,762,0,0,0,91.05,1.3,0
2025,1,12,7,0,17,52.660000000000004,1.4000000000000001,762,45,192,685,77.65,1.3,0
2025,1,12,8,0,21.5,29.68,0.6000000000000001,763,63,457,901,64.04,1.2000000000000002,0
2025,1,12,9,0,25.200000000000003,17.580000000000002,2.4000000000000004,762,72,710,996,50.230000000000004,1.2000000000000002,0
2025,1,12,10,0,27.5,14.66,3.2,762,78,922,1047,36.31,1.2000000000000002,0
2025,1,12,11,0,29.1,13.790000000000001,3.7,761,81,1075,1075,22.400000000000002,1.2000000000000002,0
2025,1,12,12,0,30.1,14.05,3.9000000000000004,760,84,1153,1083,8.93,1.3,0
2025,1,12,13,0,30.5,15.08,4.1000000000000005,759,86,1151,1074,7.48,1.5,0
2025,1,12,14,0,30.1,16.81,4.1000000000000005,758,92,1073,1049,20.75,1.6,0
2025,1,12,15,0,29.3,18.59,3.9000000000000004,757,94,922,1007,34.660000000000004,1.8,0
2025,1,12,16,0,28.1,20.82,3.8000000000000003,757,241,635,596,48.58,1.9000000000000001,0
2025,1,12,17,0,26.1,25.12,3.7,757,10,10,0,62.410000000000004,2,0
2025,1,12,18,0,23.400000000000002,33.11,3.3000000000000003,757,120,130,39,76.06,2.1,0
